0,0,1
0,0.005,1
0,0.01,0.999979
0,0.015,0.999937
0,0.02,0.999874
0,0.025,0.99979
0,0.03,0.999685
0,0.035,0.999559
0,0.04,0.999413
0,0.045,0.999245
0,0.05,0.999056
0,0.055,0.998846
0,0.06,0.998616
0,0.065,0.998364
0,0.07,0.998091
0,0.075,0.997798
0,0.08,0.997483
0,0.085,0.997148
0,0.09,0.996792
0,0.095,0.996414
0,0.1,0.996016
0,0.105,0.995597
0,0.11,0.995157
0,0.115,0.994696
0,0.12,0.994215
0,0.125,0.993712
0,0.13,0.993189
0,0.135,0.992645
0,0.14,0.99208
0,0.145,0.991494
0,0.15,0.990887
0,0.155,0.99026
0,0.16,0.989611
0,0.165,0.988942
0,0.17,0.988253
0,0.175,0.987542
0,0.18,0.986811
0,0.185,0.986059
0,0.19,0.985287
0,0.195,0.984494
0,0.2,0.98368
0,0.205,0.982845
0,0.21,0.98199
0,0.215,0.981115
0,0.22,0.980219
0,0.225,0.979302
0,0.23,0.978365
0,0.235,0.977407
0,0.24,0.976429
0,0.245,0.97543
0,0.25,0.974411
0,0.255,0.973372
0,0.26,0.972312
0,0.265,0.971232
0,0.27,0.970131
0,0.275,0.96901
0,0.28,0.967869
0,0.285,0.966708
0,0.29,0.965526
0,0.295,0.964325
0,0.3,0.963103
0,0.305,0.961861
0,0.31,0.960599
0,0.315,0.959317
0,0.32,0.958014
0,0.325,0.956692
0,0.33,0.95535
0,0.335,0.953988
0,0.34,0.952607
0,0.345,0.951205
0,0.35,0.949783
0,0.355,0.948342
0,0.36,0.946881
0,0.365,0.945401
0,0.37,0.9439
0,0.375,0.94238
0,0.38,0.940841
0,0.385,0.939282
0,0.39,0.937704
0,0.395,0.936106
0,0.4,0.934489
0,0.405,0.932852
0,0.41,0.931196
0,0.415,0.929521
0,0.42,0.927827
0,0.425,0.926114
0,0.43,0.924382
0,0.435,0.92263
0,0.44,0.92086
0,0.445,0.919071
0,0.45,0.917263
0,0.455,0.915436
0,0.46,0.91359
0,0.465,0.911726
0,0.47,0.909843
0,0.475,0.907941
0,0.48,0.906021
0,0.485,0.904083
0,0.49,0.902126
0,0.495,0.900151
0,0.5,0.898158
0,0.505,0.896146
0,0.51,0.894116
0,0.515,0.892069
0,0.52,0.890003
0,0.525,0.88792
0,0.53,0.885818
0,0.535,0.883699
0,0.54,0.881563
0,0.545,0.879408
0,0.55,0.877236
0,0.555,0.875047
0,0.56,0.872841
0,0.565,0.870617
0,0.57,0.868375
0,0.575,0.866117
0,0.58,0.863842
0,0.585,0.86155
0,0.59,0.859241
0,0.595,0.856915
0,0.6,0.854572
0,0.605,0.852213
0,0.61,0.849838
0,0.615,0.847446
0,0.62,0.845037
0,0.625,0.842613
0,0.63,0.840172
0,0.635,0.837715
0,0.64,0.835243
0,0.645,0.832754
0,0.65,0.83025
0,0.655,0.82773
0,0.66,0.825195
0,0.665,0.822644
0,0.67,0.820078
0,0.675,0.817497
0,0.68,0.814901
0,0.685,0.81229
0,0.69,0.809663
0,0.695,0.807022
0,0.7,0.804367
0,0.705,0.801697
0,0.71,0.799012
0,0.715,0.796313
0,0.72,0.7936
0,0.725,0.790873
0,0.73,0.788132
0,0.735,0.785377
0,0.74,0.782609
0,0.745,0.779827
0,0.75,0.777031
0,0.755,0.774222
0,0.76,0.7714
0,0.765,0.768565
0,0.77,0.765717
0,0.775,0.762857
0,0.78,0.759983
0,0.785,0.757097
0,0.79,0.754199
0,0.795,0.751288
0,0.8,0.748366
0,0.805,0.745431
0,0.81,0.742485
0,0.815,0.739526
0,0.82,0.736557
0,0.825,0.733576
0,0.83,0.730583
0,0.835,0.72758
0,0.84,0.724566
0,0.845,0.72154
0,0.85,0.718505
0,0.855,0.715458
0,0.86,0.712402
0,0.865,0.709335
0,0.87,0.706258
0,0.875,0.703171
0,0.88,0.700075
0,0.885,0.696969
0,0.89,0.693853
0,0.895,0.690729
0,0.9,0.687595
0,0.905,0.684452
0,0.91,0.681301
0,0.915,0.678141
0,0.92,0.674972
0,0.925,0.671796
0,0.93,0.668611
0,0.935,0.665418
0,0.94,0.662218
0,0.945,0.65901
0,0.95,0.655795
0,0.955,0.652572
0,0.96,0.649343
0,0.965,0.646106
0,0.97,0.642863
0,0.975,0.639613
0,0.98,0.636357
0,0.985,0.633095
0,0.99,0.629827
0,0.995,0.626553
0,1,0.623273
0,1.005,0.619988
0,1.01,0.616698
0,1.015,0.613402
0,1.02,0.610102
0,1.025,0.606797
0,1.03,0.603488
0,1.035,0.600174
0,1.04,0.596856
0,1.045,0.593534
0,1.05,0.590208
0,1.055,0.586879
0,1.06,0.583546
0,1.065,0.58021
0,1.07,0.576871
0,1.075,0.57353
0,1.08,0.570185
0,1.085,0.566838
0,1.09,0.563489
0,1.095,0.560138
0,1.1,0.556785
0,1.105,0.55343
0,1.11,0.550074
0,1.115,0.546717
0,1.12,0.543358
0,1.125,0.539999
0,1.13,0.536638
0,1.135,0.533278
0,1.14,0.529917
0,1.145,0.526556
0,1.15,0.523195
0,1.155,0.519834
0,1.16,0.516473
0,1.165,0.513114
0,1.17,0.509755
0,1.175,0.506397
0,1.18,0.50304
0,1.185,0.499685
0,1.19,0.496332
0,1.195,0.49298
0,1.2,0.48963
0,1.205,0.486283
0,1.21,0.482938
0,1.215,0.479595
0,1.22,0.476256
0,1.225,0.472919
0,1.23,0.469585
0,1.235,0.466255
0,1.24,0.462929
0,1.245,0.459606
0,1.25,0.456287
0,1.255,0.452972
0,1.26,0.449662
0,1.265,0.446356
0,1.27,0.443054
0,1.275,0.439758
0,1.28,0.436467
0,1.285,0.433181
0,1.29,0.4299
0,1.295,0.426625
0,1.3,0.423356
0,1.305,0.420093
0,1.31,0.416836
0,1.315,0.413585
0,1.32,0.410341
0,1.325,0.407104
0,1.33,0.403873
0,1.335,0.40065
0,1.34,0.397434
0,1.345,0.394225
0,1.35,0.391024
0,1.355,0.387831
0,1.36,0.384646
0,1.365,0.381469
0,1.37,0.3783
0,1.375,0.37514
0,1.38,0.371988
0,1.385,0.368845
0,1.39,0.365711
0,1.395,0.362586
0,1.4,0.359471
0,1.405,0.356365
0,1.41,0.353269
0,1.415,0.350182
0,1.42,0.347106
0,1.425,0.344039
0,1.43,0.340983
0,1.435,0.337937
0,1.44,0.334902
0,1.445,0.331878
0,1.45,0.328864
0,1.455,0.325861
0,1.46,0.32287
0,1.465,0.31989
0,1.47,0.316921
0,1.475,0.313964
0,1.48,0.311019
0,1.485,0.308086
0,1.49,0.305164
0,1.495,0.302255
0,1.5,0.299358
0,1.505,0.296473
0,1.51,0.293601
0,1.515,0.290742
0,1.52,0.287895
0,1.525,0.285062
